                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     57,                 1.0087,                 1.4927,                0.76803,                 1.1158,                0.53102,                0.43628,                0.42963,                0.21652,                0.51298,                0.42038,                0.40548,                0.17141,                 1.6639,                 2.9575,                 1.6065,                 1.6292,               0.008152,               0.008152,               0.008152
                     58,                 1.0033,                 1.4863,                0.76346,                 1.1112,                0.54707,                0.43193,                0.43161,                0.21772,                0.52597,                0.41986,                 0.4076,                0.17153,                 1.6688,                 2.9481,                  1.609,                 1.6289,               0.008119,               0.008119,               0.008119
                     59,                 1.0051,                 1.4883,                0.76364,                 1.1121,                0.50275,                0.44532,                0.43617,                0.22129,                0.49696,                0.43244,                0.41318,                0.17333,                 1.6642,                 2.9462,                 1.5994,                 1.6273,               0.008086,               0.008086,               0.008086
                     60,                 1.0044,                 1.4892,                0.76478,                 1.1134,                0.54661,                0.43376,                0.44184,                0.22286,                0.54146,                0.41331,                0.41653,                0.17478,                 1.6615,                 2.9439,                  1.595,                 1.6259,               0.008053,               0.008053,               0.008053
                     61,                 1.0028,                 1.4862,                0.76121,                 1.1135,                0.52178,                0.43459,                0.43569,                0.22085,                0.51234,                0.42012,                0.41309,                0.17391,                 1.6638,                 2.9463,                 1.5966,                 1.6255,                0.00802,                0.00802,                0.00802
                     62,                0.99896,                 1.4725,                0.75794,                 1.1084,                0.52695,                 0.4322,                0.43327,                0.21918,                0.52543,                0.40593,                 0.4085,                0.17264,                 1.6685,                 2.9428,                 1.5992,                 1.6269,               0.007987,               0.007987,               0.007987
                     63,                 1.0058,                 1.4879,                0.76052,                 1.1132,                0.53774,                0.42275,                0.43693,                0.21991,                0.56125,                0.39504,                0.41312,                0.17435,                 1.6679,                 2.9413,                 1.5977,                 1.6289,               0.007954,               0.007954,               0.007954
                     64,                 1.0008,                 1.4786,                0.75627,                  1.108,                 0.5459,                 0.4243,                  0.435,                0.21967,                0.55224,                0.40174,                0.40969,                0.17304,                 1.6612,                 2.9411,                 1.5902,                  1.622,               0.007921,               0.007921,               0.007921
                     65,                 1.0014,                 1.4772,                0.75898,                 1.1108,                0.53742,                0.42759,                0.43353,                0.22016,                0.53313,                0.41163,                  0.412,                0.17425,                 1.6601,                 2.9445,                 1.5903,                 1.6237,               0.007888,               0.007888,               0.007888
                     66,                 1.0004,                  1.478,                0.75493,                 1.1061,                0.54475,                0.43367,                 0.4337,                0.21928,                 0.5374,                0.41842,                 0.4111,                0.17305,                 1.6606,                 2.9373,                 1.5917,                 1.6234,               0.007855,               0.007855,               0.007855
                     67,                0.99865,                 1.4684,                 0.7565,                 1.1092,                0.53322,                0.43647,                0.43805,                0.22152,                0.53876,                0.41604,                0.41427,                0.17643,                 1.6574,                 2.9382,                 1.5875,                 1.6228,               0.007822,               0.007822,               0.007822
                     68,                0.99281,                 1.4598,                0.75217,                 1.1034,                0.53754,                0.42557,                0.44032,                0.22175,                0.54783,                0.40139,                0.41405,                0.17762,                 1.6565,                  2.938,                 1.5842,                 1.6206,               0.007789,               0.007789,               0.007789
                     69,                0.99753,                 1.4759,                0.75597,                 1.1112,                0.54447,                0.43709,                0.44122,                0.22353,                0.54643,                0.42338,                0.41957,                0.17896,                 1.6569,                  2.938,                  1.583,                 1.6216,               0.007756,               0.007756,               0.007756
                     70,                0.99121,                 1.4634,                0.74882,                 1.1069,                0.51802,                0.44528,                0.43815,                0.22294,                0.52252,                0.42842,                0.41649,                0.17691,                 1.6594,                 2.9352,                 1.5808,                 1.6226,               0.007723,               0.007723,               0.007723
                     71,                0.99356,                 1.4696,                0.75014,                 1.1064,                0.54054,                0.43508,                0.44022,                0.22235,                0.53786,                0.41848,                 0.4155,                0.17656,                  1.657,                 2.9292,                  1.582,                 1.6207,                0.00769,                0.00769,                0.00769
                     72,                0.99553,                 1.4618,                0.74924,                 1.1067,                0.54688,                 0.4274,                0.44184,                0.22246,                0.53778,                0.41375,                0.41785,                0.17678,                 1.6579,                 2.9317,                 1.5845,                 1.6213,               0.007657,               0.007657,               0.007657
                     73,                0.98976,                 1.4558,                0.74869,                 1.1055,                0.55318,                0.42743,                0.44295,                0.22344,                0.54588,                0.41232,                0.42034,                0.17832,                 1.6601,                 2.9314,                 1.5834,                 1.6231,               0.007624,               0.007624,               0.007624
                     74,                0.99495,                 1.4721,                0.75181,                 1.1106,                0.58817,                0.41643,                0.44178,                0.22321,                0.58415,                0.40324,                0.41976,                0.17707,                 1.6588,                 2.9254,                 1.5785,                 1.6211,               0.007591,               0.007591,               0.007591
                     75,                0.98848,                 1.4568,                0.74497,                 1.1044,                0.57099,                0.41836,                0.44642,                0.22564,                0.56054,                0.41381,                 0.4226,                0.17867,                 1.6566,                  2.924,                 1.5751,                 1.6205,               0.007558,               0.007558,               0.007558
                     76,                0.98973,                 1.4548,                0.74449,                 1.1021,                 0.5434,                0.43673,                 0.4462,                0.22545,                0.53797,                0.42253,                0.42202,                0.17943,                 1.6563,                 2.9243,                 1.5709,                 1.6212,               0.007525,               0.007525,               0.007525
                     77,                0.99055,                  1.454,                0.74887,                 1.1069,                0.53081,                0.44688,                0.44786,                0.22651,                0.52341,                0.42648,                0.41969,                0.17888,                  1.655,                 2.9238,                 1.5689,                 1.6201,               0.007492,               0.007492,               0.007492
                     78,                0.98712,                 1.4534,                0.74422,                 1.1039,                0.55226,                0.42733,                0.44764,                0.22625,                0.54857,                0.41601,                0.42146,                0.17898,                 1.6541,                 2.9212,                 1.5694,                  1.617,               0.007459,               0.007459,               0.007459
                     79,                0.98298,                  1.435,                0.73671,                 1.0989,                0.54946,                0.43266,                 0.4473,                0.22707,                 0.5611,                0.41257,                0.42151,                 0.1795,                 1.6537,                 2.9216,                 1.5709,                 1.6163,               0.007426,               0.007426,               0.007426
                     80,                0.98379,                  1.448,                0.74061,                 1.1017,                0.55809,                0.42574,                0.45122,                0.22861,                0.55373,                0.41433,                0.42463,                0.18099,                 1.6527,                 2.9207,                 1.5699,                 1.6144,               0.007393,               0.007393,               0.007393
                     81,                0.98053,                 1.4365,                0.74006,                 1.1006,                0.54388,                0.43628,                  0.452,                0.22983,                 0.5396,                0.42092,                0.42503,                 0.1818,                 1.6524,                 2.9196,                  1.569,                 1.6151,                0.00736,                0.00736,                0.00736
                     82,                0.98319,                 1.4399,                0.73928,                 1.1008,                0.55943,                0.42317,                0.44867,                0.22772,                0.54577,                0.41219,                0.42313,                  0.181,                  1.653,                 2.9191,                 1.5705,                  1.616,               0.007327,               0.007327,               0.007327
                     83,                0.98504,                 1.4437,                0.74116,                 1.1013,                0.54955,                0.43262,                0.44881,                0.22827,                0.53267,                0.42007,                 0.4251,                0.18249,                 1.6518,                 2.9163,                 1.5683,                  1.614,               0.007294,               0.007294,               0.007294
                     84,                0.97781,                 1.4349,                0.73277,                 1.0961,                0.55481,                0.43053,                0.45009,                0.22903,                0.55214,                0.41164,                0.42627,                0.18284,                 1.6535,                 2.9176,                 1.5688,                 1.6155,               0.007261,               0.007261,               0.007261
                     85,                0.98259,                 1.4373,                0.73691,                 1.0996,                 0.5513,                0.43896,                0.45133,                0.22982,                0.54084,                0.42347,                 0.4285,                0.18288,                 1.6529,                 2.9176,                 1.5674,                 1.6144,               0.007228,               0.007228,               0.007228
                     86,                0.98088,                  1.436,                0.73589,                 1.0959,                0.55559,                0.43322,                0.44891,                0.22861,                0.54582,                0.41551,                 0.4244,                0.18189,                 1.6518,                 2.9158,                 1.5655,                 1.6134,               0.007195,               0.007195,               0.007195
                     87,                0.98225,                 1.4423,                0.73725,                 1.1022,                0.55233,                0.43666,                0.45038,                0.22868,                0.55908,                0.41066,                 0.4249,                0.18178,                 1.6528,                 2.9165,                 1.5631,                  1.614,               0.007162,               0.007162,               0.007162
                     88,                0.97971,                 1.4313,                 0.7375,                 1.1004,                0.54675,                0.43788,                0.45075,                 0.2287,                0.55405,                 0.4136,                0.42789,                0.18247,                 1.6523,                 2.9169,                  1.562,                 1.6134,               0.007129,               0.007129,               0.007129
                     89,                0.98232,                  1.436,                0.73616,                 1.1005,                 0.5468,                0.44195,                0.45193,                0.22867,                0.56486,                0.40937,                 0.4282,                0.18214,                 1.6509,                  2.916,                 1.5593,                 1.6122,               0.007096,               0.007096,               0.007096
                     90,                0.97644,                 1.4298,                0.73204,                 1.0956,                0.54798,                0.44203,                  0.454,                0.22989,                0.57307,                0.41169,                0.43001,                0.18442,                 1.6512,                 2.9156,                 1.5564,                 1.6126,               0.007063,               0.007063,               0.007063
                     91,                0.98016,                 1.4291,                0.73114,                 1.0962,                0.57018,                0.43302,                0.45711,                0.23181,                0.55851,                0.41846,                0.43086,                0.18483,                 1.6508,                 2.9136,                 1.5561,                 1.6122,                0.00703,                0.00703,                0.00703
                     92,                0.97496,                 1.4306,                0.73043,                 1.0957,                0.54494,                0.43908,                0.45486,                0.23145,                0.57709,                0.41129,                0.43196,                0.18456,                 1.6506,                 2.9128,                 1.5539,                 1.6123,               0.006997,               0.006997,               0.006997
                     93,                0.97672,                 1.4248,                0.73176,                 1.0988,                0.54457,                 0.4418,                0.45426,                0.23166,                0.55698,                0.41979,                0.43128,                  0.185,                  1.649,                 2.9119,                 1.5541,                 1.6107,               0.006964,               0.006964,               0.006964
                     94,                0.97754,                 1.4211,                0.73025,                 1.0956,                0.58138,                0.42055,                0.45377,                0.23195,                0.57375,                0.41433,                0.43166,                0.18498,                 1.6488,                 2.9102,                 1.5514,                 1.6108,               0.006931,               0.006931,               0.006931
                     95,                0.98091,                 1.4273,                0.73139,                 1.0947,                0.56198,                0.43614,                0.45188,                0.23095,                0.56942,                 0.4202,                0.43136,                0.18441,                  1.648,                 2.9078,                 1.5491,                 1.6104,               0.006898,               0.006898,               0.006898
                     96,                0.97302,                 1.4237,                0.72799,                  1.095,                0.54694,                0.44325,                0.45299,                0.23195,                0.54756,                0.43393,                0.43261,                0.18521,                 1.6476,                 2.9059,                 1.5482,                 1.6096,               0.006865,               0.006865,               0.006865
                     97,                0.97567,                 1.4276,                   0.73,                 1.0932,                0.53305,                0.44946,                0.45547,                0.23254,                0.53278,                0.43569,                0.43503,                0.18577,                 1.6477,                 2.9053,                 1.5463,                 1.6088,               0.006832,               0.006832,               0.006832
                     98,                0.97273,                  1.422,                0.72918,                 1.0946,                0.52972,                0.45871,                0.45518,                0.23225,                0.52652,                0.44807,                0.43562,                0.18553,                  1.647,                  2.904,                 1.5472,                 1.6086,               0.006799,               0.006799,               0.006799
                     99,                0.97172,                 1.4194,                 0.7265,                 1.0952,                0.52557,                0.45847,                0.45428,                0.23204,                0.51869,                0.44901,                0.43395,                0.18546,                 1.6463,                 2.9043,                 1.5474,                 1.6084,               0.006766,               0.006766,               0.006766
                    100,                0.97423,                 1.4233,                0.72684,                 1.0939,                0.52993,                0.45486,                0.45559,                0.23236,                0.52424,                0.44378,                 0.4356,                0.18549,                 1.6465,                 2.9049,                  1.547,                 1.6085,               0.006733,               0.006733,               0.006733
                    101,                0.97727,                 1.4251,                  0.729,                 1.0981,                0.53404,                 0.4482,                0.45664,                0.23313,                0.52258,                0.43856,                0.43529,                0.18594,                 1.6463,                 2.9035,                 1.5469,                 1.6082,                 0.0067,                 0.0067,                 0.0067
                    102,                0.96938,                 1.4101,                 0.7219,                 1.0921,                0.53612,                0.44762,                0.45662,                0.23346,                0.52818,                0.43636,                0.43688,                0.18621,                 1.6463,                 2.9033,                 1.5472,                 1.6084,               0.006667,               0.006667,               0.006667
                    103,                0.97325,                 1.4171,                0.72609,                  1.095,                0.54709,                0.44263,                0.45781,                0.23412,                0.54312,                0.43044,                0.43707,                0.18699,                 1.6459,                 2.9025,                 1.5461,                 1.6078,               0.006634,               0.006634,               0.006634
                    104,                0.97815,                 1.4263,                0.72955,                 1.0957,                0.55331,                0.44609,                0.46048,                0.23513,                 0.5526,                0.42746,                0.43653,                0.18724,                 1.6454,                 2.9014,                 1.5456,                 1.6075,               0.006601,               0.006601,               0.006601
